IRASPSC,RA_IRAS,DEC_IRAS,ID_SIM,sample,JCMT,mapping,APEX,gp,flag,RA,DEC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,chem,DIST_BEST_TYPE,DIST_BEST,EDIST_BEST,GRAMS_lum_used,GRAMS_DPR_used,Lcom,dLcom,dLcom_D,MLRcom,dMLRcom,dMLRcom_D,HIP,Teff,Lum,Est. log(g),Av,errAv,XS_MIR,d,delta d / d,Data,Ndup(2-1),Ndup(3-2),F_cont,F_cont_per_beam,F_CO,F_CO_per_beam
"IRAS 10580-1803",165.14000,-18.324300,"V* R Crt","intermediate",1,1,0,0,"--",11.000000,-18.000000,0.0070000000,0.0070000000,53,"A","O",2007.0000,"O","HIP",0.26110000,"0.065275",8774.9900,2.3168300e-09,"8770.0","320.0","4400.0","2.32e-09","2e-10","6.1e-10",53809,2180,8140,0,0,0,1,261,0,"H",0,0,15.460600,0.017178500,151.12600,0.16791800
"IRAS 11461-3542",177.16200,-35.986900,"V* V919 Cen","intermediate",1,1,1,0,"--",11.000000,-35.000000,0.0070000000,0.0040000000,90,"A","O",2007.0000,"O","HIP",0.24155000,"0.043479",9457.4200,1.9119100e-09,"1960.0","260.0","740.0","3.06e-09","3.4e-10","6.4e-10",57607,3069,7072,0,0,0,2,241,0,"H",0,0,40.229600,0.044699500,140.22500,0.15580600
"IRAS 12106-3350",183.30500,-34.125800,"V* V335 Hya","intermediate",1,0,0,0,"--",12.000000,-34.000000,0.0040000000,0.0020000000,90,"A","O",2007.0000,"O","LUM",0.36982200,"nan",11839.900,1.6820000e-10,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,12.589700,0.013988600,3.2365700,0.0035961900
"IRAS 12277+0441",187.58700,4.4166200,"V* BK Vir","intermediate",1,1,0,0,"--",12.000000,4.0000000,0.0060000000,0.0040000000,90,"A","O",2007.0000,"O","HIP",0.18083000,"0.0216996",2853.3900,5.1013700e-10,"1820.0","210.0","500.0","7.38e-10","1.3e-10","1.6e-10",61022,2936,2544,0,0,0,2,180,0,"H",0,0,6.8953400,0.0076614900,51.258200,0.056953500
"IRAS 12380+5607",190.08500,55.847700,"V* Y UMa","intermediate",1,1,0,0,"--",12.000000,55.000000,0.0050000000,0.0040000000,90,"A","O",2007.0000,"O","LUM",0.29732000,"nan",9457.4200,1.2026100e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,13.404900,0.014894300,53.061700,0.058957500
"IRAS 12427+4542",191.28300,45.439300,"V* Y CVn","intermediate",1,0,0,0,"--",12.000000,45.000000,0.0030000000,0.0020000000,90,"A","O",2007.0000,"C","LUM",0.29941600,"nan",9120.1100,2.1243100e-10,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,6.8825500,0.0076472800,6.5341800,0.0072602100
"IRAS 13001+0527",195.65900,5.1854100,"V* RT Vir","intermediate",1,1,0,0,"--",13.000000,5.0000000,0.0080000000,0.0060000000,90,"A","O",2007.0000,"O","LUM",0.25023400,"nan",6034.1800,1.9212300e-09,"2650.0","440.0","740.0","6.07e-10","1.6e-10","1.7e-10",63642,2387,1717,0,0,0,1,135,0,"H",0,0,11.575000,0.012861100,131.42600,0.14602900
"IRAS 13114-0232",198.51800,-2.8072600,"V* SW Vir","intermediate",1,1,0,0,"--",13.000000,-2.0000000,0.0070000000,0.0060000000,90,"A","O",2007.0000,"O","HIP",0.14306000,"0.0171672",4472.1400,1.0000000e-09,"1000.0","45.0","240.0","2.74e-09","1.3e-10","3.5e-10",64569,2593,4364,0,0,0,1,143,0,"H",0,0,34.392000,0.038213400,173.58900,0.19287700
"IRAS 13269-2301",202.42900,-23.282200,"V* R Hya","intermediate",1,0,0,0,"--",13.000000,-23.000000,0.0080000000,0.0040000000,90,"A","O",2007.0000,"O","LUM",0.12073300,"nan",13753.100,1.0000000e-09,"1000.0","45.0","180.0","3.46e-09","2e-10","3.6e-10",65835,3413,757,0,0,0,88,124,0,"H",0,0,61.806800,0.068674200,256.53500,0.28503900
"IRAS 13368-4941",205.00200,-49.951500,"V* V744 Cen","intermediate",0,1,1,0,"--",13.000000,-49.000000,0.0030000000,0.0020000000,89,"A","O",2007.0000,"O","LUM",0.27689800,"nan",8774.9900,1.5587600e-09,"1960.0","76.0","220.0","6.32e-10","4.8e-11","5.8e-11",66666,0,0,0,0,0,0,157,0,"H/12",0,0,22.627300,0.025141400,83.517100,0.092796800
"IRAS 13462-2807",207.26000,-28.368000,"V* W Hya","intermediate",1,1,0,0,"--",13.000000,-28.000000,0.013000000,0.0090000000,90,"A","O",2007.0000,"O","HIP",0.10428000,"0.0125136",10985.600,1.1965100e-09,"1000.0","39.0","240.0","6.34e-09","7.1e-10","1e-09",67419,2405,7160,0,0,0,2,104,0,"H",0,3,164.83800,0.18315300,428.72400,0.47636000
"IRAS 14003-7633",211.33200,-76.795800,"* tet Aps","intermediate",0,1,1,0,"--",14.000000,-76.000000,0.0040000000,0.0040000000,90,"A","O",2007.0000,"O","HIP",0.11312000,"0.0067872",9457.4200,1.3873800e-09,"1000.0","39.0","120.0","1.19e-09","1.3e-10","1.5e-10",68815,3131,3748,0,1,0,2,113,0,"H",0,0,116.32500,0.12925000,435.14700,0.48349600
"IRAS 14219+2555",216.04700,25.704100,"V* RX Boo","intermediate",1,1,0,0,"--",14.000000,25.000000,0.0040000000,0.0040000000,103,"A","O",2007.0000,"O","MASER",0.13600000,"0.0095",4472.1400,1.1127900e-09,"11000.0","340.0","2700.0","3.32e-09","2e-09","2e-09",70401,2581,8196,0,0,0,0,190,0,"H/12",0,0,47.803700,0.053115200,231.04600,0.25671800
"IRAS 14280-2952",217.74300,-30.096800,"V* Y Cen","intermediate",1,1,0,0,"--",14.000000,-30.000000,0.015000000,0.0070000000,90,"A","O",2007.0000,"O","HIP",0.28571000,"0.0771417",10192.900,8.3999100e-10,"3850.0","150.0","2100.0","8.85e-10","6.4e-11","2.4e-10",70969,2868,5263,0,0,0,1,285,0,"H",0,0,25.886500,0.028762800,37.355800,0.041506500
"IRAS 14371+3245",219.81500,32.539600,"V* RV Boo","intermediate",1,0,0,0,"--",14.000000,32.000000,0.0060000000,0.0050000000,90,"A","O",2007.0000,"O","LUM",0.39677500,"nan",4819.9300,1.6372600e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,9.6991500,0.010776800,43.145200,0.047939100
"IRAS 14390+3147",220.30500,31.572200,"V* RW Boo","intermediate",1,0,0,0,"--",14.000000,31.000000,0.0060000000,0.0060000000,90,"A","O",2007.0000,"O","HIP",0.29325000,"0.0674475",2456.4600,3.5353500e-10,"1250.0","210.0","620.0","8.34e-10","1e-10","2.2e-10",71802,3046,2830,0,0,0,1,293,0,"H",0,0,4.7477300,0.0052752500,12.552300,0.013947000
"IRAS 15094-6953",228.57600,-70.078700,"V* X TrA","intermediate",0,0,1,0,"--",15.000000,-70.000000,0.0040000000,0.0030000000,90,"A","O",2007.0000,"C","LUM",0.32770400,"nan",12302.700,2.2505000e-10,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,34.552000,0.038391200,5.8459000,0.0064954400
"IRAS 15214-2244",231.08300,-22.911300,"V* RS Lib","intermediate",1,0,0,0,"--",15.000000,-22.000000,0.025000000,0.017000000,90,"A","O",2007.0000,"O","LUM",0.32242400,"nan",12760.700,7.9123100e-10,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,10.010600,0.011122800,27.301700,0.030335200
"IRAS 15341+1515",234.11600,15.101000,"* tau04 Ser","intermediate",1,0,0,0,"--",15.000000,15.000000,0.0040000000,0.0040000000,82,"A","O",2007.0000,"O","HIP",0.20576000,"0.0185184",4472.1400,4.1349300e-10,"1250.0","220.0","320.0","1.22e-09","1.4e-10","1.8e-10",76423,3136,4964,0,0,0,1,205,0,"H",0,0,14.071400,0.015634900,30.769500,0.034188300
"IRAS 15492+4837",237.69100,48.482400,"V* ST Her","intermediate",1,1,0,0,"--",15.000000,48.000000,0.0050000000,0.0050000000,90,"A","O",2007.0000,"S","HIP",0.29325000,"0.0498525",4819.9300,1.1552500e-09,"1000.0","180.0","390.0","3.65e-09","2.3e-10","6.7e-10",77619,3105,6010,0,0,0,2,293,0,"H",0,0,11.081300,0.012312500,51.977500,0.057752700
"IRAS 15566+3609",239.62800,36.021600,"V* RS CrB","intermediate",1,0,0,0,"--",15.000000,36.000000,0.0000000,0.0000000,0,"A","O",2016.0000,"O","GAIA",0.36566400,"0.074595456",6503.4500,1.0000000e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.9912400,0.0044347100,15.749500,0.017499400
"IRAS 16011+4722",240.66100,47.239500,"V* X Her","intermediate",1,1,0,0,"--",16.000000,47.000000,0.0040000000,0.0030000000,90,"A","O",2007.0000,"O","HIP",0.13699000,"0.0068495",2647.4900,8.5619600e-10,"1000.0","45.0","120.0","1.82e-09","9.9e-11","1.4e-10",78574,3148,2855,0,0,0,4,136,0,"H",1,4,27.892100,0.030991200,166.26100,0.18473400
"IRAS 16081+2511",242.56100,25.070300,"V* RU Her","intermediate",1,0,0,0,"--",16.000000,25.000000,0.014000000,0.010000000,90,"A","O",2007.0000,"O","LUM",0.36989000,"nan",6034.1800,1.2331300e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,4.0620900,0.0045134400,35.330100,0.039255700
"IRAS 16235+1900",246.44800,18.891700,"V* U Her","intermediate",1,1,0,0,"--",16.000000,18.000000,0.0060000000,0.0050000000,90,"A","O",2007.0000,"O","MASER",0.26600000,"0.03",6034.1800,1.2309200e-09,"1690.0","210.0","710.0","3.02e-09","2.4e-10","6.5e-10",80488,1809,3607,-1,0,0,1,234,0,"H",0,0,5.2407900,0.0058231000,68.169900,0.075744300
"IRAS 16418+5459",250.73200,54.903400,"V* S Dra","intermediate",1,0,0,0,"--",16.000000,54.000000,0.0080000000,0.0070000000,90,"A","O",2007.0000,"O","LUM",0.35301600,"nan",6034.1800,1.5271800e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,12.017600,0.013352900,50.137100,0.055707900
"IRAS 16534-3030",254.15800,-30.580100,"V* RR Sco","intermediate",1,0,0,0,"--",16.000000,-30.000000,0.011000000,0.0090000000,90,"A","O",2007.0000,"O","LUM",0.32814700,"nan",13753.100,8.2142200e-10,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,10.416000,0.011573400,27.569100,0.030632300
"IRAS 17123+1426",258.66100,14.390000,"V* alf Her","intermediate",1,0,0,0,"--",17.000000,14.000000,0.022000000,0.020000000,90,"B","O",2000.0000,"O","HIP",0.11025000,"0.0165375",15975.400,1.2517700e-10,"16000.0","960.0","4700.0","1.25e-10","9.1e-11","9.3e-11",84345,3269,14613,0,0,0,1,110,0,"H",5,0,104.30800,0.11589800,25.547700,0.028386400
"IRAS 17553+4521",269.20200,45.350500,"V* OP Her","intermediate",1,0,0,0,"--",17.000000,45.000000,0.0030000000,0.0020000000,90,"A","O",2007.0000,"O","HIP",0.29674000,"0.0237392",3075.2900,1.1004000e-10,"3890.0","270.0","680.0","4.22e-12","3.2e-12","3.2e-12",87850,3410,4135,0,0,0,1,296,0,"H",0,0,3.8580400,0.0042867100,3.0212600,0.0033569600
"IRAS 18359+0847",279.58700,8.8335400,"V* X Oph","intermediate",1,1,0,0,"--",18.000000,8.0000000,0.18100000,0.14900000,90,"A","O",2007.0000,"O","LUM",0.27829500,"nan",6503.4500,9.2061000e-10,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,13.701400,0.015223800,43.950100,0.048833500
"IRAS 19007-2247",285.93900,-22.711400,"V* SU Sgr","intermediate",1,0,0,0,"--",19.000000,-22.000000,0.015000000,0.0090000000,90,"A","O",2007.0000,"O","HIP",0.21008000,"0.0504192",10192.900,7.2015800e-10,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,38.386800,0.042652000,57.441200,0.063823600
"IRAS 19039+0809",286.59200,8.2300400,"V* R Aql","intermediate",0,1,0,1,"--",19.000000,8.0000000,0.0080000000,0.0060000000,90,"A","O",2007.0000,"O","LUM",0.28015300,"nan",6034.1800,2.2164000e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,11.679200,0.012976900,124.47100,0.13830100
"IRAS 19232+5008",291.13800,50.241300,"V* CH Cyg","intermediate",1,1,0,0,"--",19.000000,50.000000,0.0080000000,0.0060000000,90,"A","O",2007.0000,"O","HIP",0.24272000,"0.0388352",3572.2200,1.5916600e-09,"2110.0","160.0","710.0","1.73e-09","1.9e-10","3.4e-10",95413,2599,3037,0,0,0,5,242,0,"H",0,0,11.438900,0.012709900,111.45200,0.12383600
"IRAS 19486+3247",297.64100,32.913700,"* chi Cyg","intermediate",1,1,0,0,"--",19.000000,32.000000,0.0080000000,0.0060000000,90,"A","O",2007.0000,"S","HIP",0.18083000,"0.036166",5598.7700,1.7083600e-09,"9460.0","660.0","3800.0","5.42e-08","7.3e-09","1.3e-08",97629,2241,6794,0,8,0,1,180,0,"H",3,0,25.881400,0.028757100,218.59200,0.24288000
"IRAS 19503+2219",298.12600,22.454500,"V* NS Vul","intermediate",1,0,0,0,"--",19.000000,22.000000,0.021000000,0.017000000,90,"B","",1998.0000,"O","LUM",0.31865300,"nan",10985.600,1.7440900e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,21.390100,0.023766700,72.165000,0.080183300
"IRAS 19510-5919",298.80900,-59.195300,"V* S Pav","intermediate",0,1,1,0,"--",19.000000,-59.000000,0.010000000,0.010000000,90,"A","O",2007.0000,"O","HIP",0.18382000,"0.0422786",11839.900,1.0000000e-09,"5600.0","210.0","2600.0","8.1e-10","7.7e-11","2e-10",98031,2615,4949,0,0,0,1,183,0,"H",0,0,45.084100,0.050093500,109.50200,0.12166900
"IRAS 20038-2722",301.72900,-27.225400,"V* V1943 Sgr","intermediate",1,0,0,0,"--",20.000000,-27.000000,0.0060000000,0.0040000000,90,"A","O",2007.0000,"O","HIP",0.19724000,"0.0236688",10985.600,8.3191900e-10,"5600.0","220.0","1300.0","9.25e-10","7.3e-11","1.3e-10",99082,2832,5806,0,0,0,1,197,0,"H",0,0,27.823500,0.030915000,77.479600,0.086088400
"IRAS 20075-6005",302.93800,-59.937400,"V* X Pav","intermediate",0,1,1,0,"--",20.000000,-59.000000,0.0090000000,0.0060000000,90,"A","O",2007.0000,"O","LUM",0.24131300,"nan",11839.900,2.6911900e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,24.422100,0.027135600,211.76400,0.23529300
"IRAS 20248-2825",306.97800,-28.262000,"V* T Mic","intermediate",1,0,0,0,"--",20.000000,-28.000000,0.013000000,0.0070000000,90,"A","O",2007.0000,"O","HIP",0.21053000,"0.0442113",11839.900,8.6366300e-10,"11800.0","610.0","5100.0","4.85e-09","2.2e-10","1.1e-09",100935,2750,7508,0,0,0,1,210,0,"H",0,0,26.320800,0.029245400,71.132000,0.079035600
"IRAS 20396+4757",310.32600,48.141300,"V* V Cyg","intermediate",1,0,0,0,"--",20.000000,48.000000,0.0010000000,0.0000000,0,"A","O",2016.0000,"C","GAIA",0.35229800,"0.085256116",7413.1000,1.7195882e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,42.631200,0.047368100,51.319800,0.057022100
"IRAS 20431+1754",311.36900,18.089900,"V* U Del","intermediate",1,0,0,0,"--",20.000000,18.000000,0.0060000000,0.0040000000,90,"A","O",2007.0000,"O","LUM",0.35916600,"nan",8774.9900,1.8416400e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,16.882700,0.018758600,60.636700,0.067374100
"IRAS 21044-1637",316.81800,-16.421200,"V* RS Cap","intermediate",1,0,0,0,"--",21.000000,-16.000000,0.0090000000,0.0050000000,90,"A","O",2007.0000,"O","LUM",0.36948300,"nan",6503.4500,2.0000000e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,5.7220100,0.0063577900,63.052500,0.070058300
"IRAS 21088+6817",317.38600,68.491200,"V* T Cep","intermediate",1,1,0,0,"--",21.000000,68.000000,0.0080000000,0.0070000000,151,"A","O",2007.0000,"O","HIP",0.18762000,"0.0318954",7009.2200,8.4554500e-10,"8140.0","860.0","2900.0","5.68e-09","2.1e-09","2.3e-09",104451,2795,6747,0,4,0,2,187,0,"H",0,0,19.229400,0.021366000,87.314400,0.097016000
"IRAS 21341+4508",324.00800,45.373100,"V* W Cyg","intermediate",1,0,0,0,"--",21.000000,45.000000,0.0040000000,0.0030000000,90,"A","O",2007.0000,"O","HIP",0.17482000,"0.0122374",4472.1400,4.7701900e-10,"4470.0","160.0","620.0","4.77e-10","5.1e-11","6e-11",106642,3321,5432,0,3,0,2,174,0,"H",0,0,24.321200,0.027023600,50.598800,0.056220900
"IRAS 21389+5405",325.16100,54.322900,"V* RU Cyg","intermediate",0,1,0,1,"--",21.000000,54.000000,0.011000000,0.010000000,89,"A","O",2007.0000,"O","HIP",0.24938000,"0.0822954",2456.4600,1.4141400e-09,"2650.0","100.0","1800.0","1.47e-09","1.1e-10","5e-10",107036,2325,2734,0,13,1,1,249,0,"H",0,0,6.0003000,0.0066670000,91.611000,0.10179000
"IRAS 21419+5832",325.87800,58.779300,"* mu. Cep","intermediate",1,0,0,0,"--",21.000000,58.000000,0.0020000000,0.0020000000,90,"A","O",2007.0000,"O","LUM",0.18395600,"nan",5598.7700,2.7146000e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",1,0,19.271000,0.021412200,368.21300,0.40912600
"IRAS 21439-0226",326.63400,-2.2125200,"V* EP Aqr","intermediate",1,1,0,0,"--",21.000000,-2.0000000,0.0070000000,0.0030000000,90,"A","O",2007.0000,"O","HIP",0.11364000,"0.0079548",2114.7400,9.0408500e-10,"2850.0","89.0","420.0","4.62e-09","6e-11","3.4e-10",107516,2758,2341,0,0,0,2,113,0,"H",2,0,40.642600,0.045158500,257.91000,0.28656700
"IRAS 22017+2806",330.99800,28.348100,"V* TW Peg","intermediate",1,1,0,0,"--",22.000000,28.000000,0.0060000000,0.0050000000,90,"A","O",2007.0000,"O","HIP",0.26954000,"0.0431264",3850.0200,1.7703900e-09,"4150.0","170.0","1400.0","1.84e-09","1.1e-10","3.2e-10",108928,3130,4950,0,0,0,2,269,0,"H",0,0,8.0501500,0.0089446100,102.68700,0.11409700
"IRAS 22035+3506",331.42400,35.347700,"V* SV Peg","intermediate",1,1,0,0,"--",22.000000,35.000000,0.011000000,0.010000000,90,"A","O",2007.0000,"O","LUM",0.33374500,"nan",6034.1800,2.2164000e-09,"3080.0","120.0","2200.0","1.58e-09","1.2e-10","5.7e-10",109070,2799,3336,0,0,0,0,233,0,"H/12",0,0,8.2295500,0.0091439500,87.705800,0.097450900
"IRAS 22142-8454",335.51500,-84.664900,"V* BW Oct","intermediate",0,1,1,0,"--",22.000000,-84.000000,0.0070000000,0.0050000000,90,"A","O",2007.0000,"O","HIP",0.25000000,"0.0425",8774.9900,1.5587600e-09,"3080.0","120.0","1000.0","7.91e-10","6e-11","1.4e-10",110428,2562,3142,0,1,0,1,250,0,"H",0,0,27.758200,0.030842400,102.45500,0.11383900
"IRAS 22196-4612",335.68200,-45.948700,"* pi.01 Gru","intermediate",0,1,1,0,"--",22.000000,-45.000000,0.0080000000,0.0050000000,90,"A","O",2007.0000,"S","LUM",0.14368200,"nan",10192.900,1.4403200e-09,"4550.0","1400.0","1800.0","9.7e-10","2.8e-10","3e-10",110478,3248,3192,0,0,0,0,163,0,"H",0,0,77.709700,0.086344100,282.11500,0.31346100
"IRAS 22216+3100",335.98600,31.262300,"V* PV Peg","intermediate",1,0,0,0,"--",22.000000,31.000000,0.0010000000,0.0000000,0,"A","O",2016.0000,"O","GAIA",0.25481400,"0.053001312",11839.900,2.5188704e-10,"1050.0","nan","nan","2.36e-11","1.2e-11","1.3e-11",110569,3362,1177,0,0,0,2,254,0,"G",0,0,3.4047900,0.0037831000,5.0435500,0.0056039500
"IRAS 22525-2952",343.83100,-29.612500,"V* V PsA","intermediate",1,0,0,0,"--",22.000000,-29.000000,0.13100000,0.12500000,89,"B","",1988.0000,"O","LUM",0.30119300,"nan",10192.900,1.4557600e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,28.192000,0.031324500,65.027600,0.072252900
"IRAS 23134-7031",349.15400,-70.252100,"V* CC Ind","intermediate",0,0,1,0,"--",23.000000,-70.000000,0.0050000000,0.0040000000,90,"A","O",2007.0000,"O","LUM",0.39369400,"nan",11839.900,5.4947300e-10,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,7.9357600,0.0088175100,11.822200,0.013135800
"IRAS 23173+2600",349.96100,26.278800,"V* W Peg","intermediate",1,0,0,0,"--",23.000000,26.000000,0.010000000,0.010000000,90,"A","O",2007.0000,"O","LUM",0.37345700,"nan",6503.4500,1.4628500e-09,"3850.0","160.0","3300.0","1.13e-09","9.2e-11","4.9e-10",115188,2700,4145,0,0,0,0,294,0,"H/12",0,0,5.6177100,0.0062419000,42.544000,0.047271100
"IRAS 23412-1533",355.95500,-15.285200,"V* R Aqr","intermediate",1,1,0,0,"--",23.000000,-15.000000,0.013000000,0.011000000,90,"A","O",2007.0000,"O","MASER",0.21400000,"0.0385",7554.3200,2.3146200e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,31.119000,0.034576700,224.71300,0.24968100
"IRAS 23558+5106",359.60500,51.389400,"V* R Cas","intermediate",1,1,0,0,"--",23.000000,51.000000,0.0070000000,0.0060000000,90,"A","O",2007.0000,"O","MASER",0.17600000,"0.0685",4819.9300,2.1096600e-09,"3850.0","71.0","1000.0","4.77e-08","5e-11","6.2e-09",118188,2187,2218,0,0,0,0,125,0,"H/12",3,2,8.1646200,0.0090718000,297.24200,0.33026800
"IRAS 00121-1912",3.6600665,-18.932866,"V* AE Cet","low",1,0,0,0,"--",0.0000000,-18.000000,0.0030000000,0.0010000000,90,"A","O",2007.0000,"","HIP",0.13717400,"0.0052686887312",0.0000000,0.0000000,"1000.0","39.0","86.0","7.51e-12","1.3e-12","1.3e-12",1170,3748,1010,0,0,0,0,137,0,"H",0,0,0.0000000,0.0000000,0.0000000,0.0000000
"IRAS 00254-3317",6.9820767,-33.007167,"V* eta Scl","low",1,0,0,0,"--",0.0000000,-33.000000,0.0040000000,0.0030000000,90,"A","O",2007.0000,"","HIP",0.13850400,"0.009783520898399999",0.0000000,0.0000000,"1000.0","39.0","150.0","8.39e-12","1.4e-12","1.5e-12",2210,3613,1095,0,0,0,0,138,0,"H",0,0,0.0000000,0.0000000,0.0000000,0.0000000
"IRAS 01069+3521",17.433015,35.620558,"NSV 414","low",1,0,0,0,"--",1.0000000,35.000000,0.0050000000,0.0040000000,90,"A","O",2007.0000,"O","LUM",0.16793600,"nan",10985.600,4.4791800e-11,"1570.0","57.0","120.0","1.12e-11","1.3e-12","1.4e-12",5447,3802,1403,0,0,0,0,60,0,"H",0,0,21.893900,0.024326600,3.2079700,0.0035644100
"IRAS 01516-4632",28.411424,-46.302669,"V* psi Phe","low",0,0,1,0,"--",1.0000000,-46.000000,0.0020000000,0.0010000000,90,"A","O",2007.0000,"O","LUM",0.28717700,"nan",14822.700,1.6150300e-11,"1160.0","45.0","65.0","4.52e-12","1.1e-12","1.1e-12",8837,3540,1229,0,0,0,0,104,0,"H",0,0,14.793800,0.016437600,0.32255000,0.00035838900
"IRAS 01579-0845",30.111763,-8.5238731,"V* AR Cet","low",1,0,0,0,"--",2.0000000,-8.0000000,0.0030000000,0.0020000000,90,"A","O",2007.0000,"O","LUM",0.33055800,"nan",8774.9900,2.4852500e-11,"1690.0","66.0","170.0","1.02e-11","1.8e-12","1.8e-12",9372,3379,1607,0,0,0,0,145,0,"H",0,0,6.5592800,0.0072880900,0.40834600,0.00045371800
"IRAS 02270-6944",36.945156,-69.523997,"V* CL Hyi","low",0,0,1,0,"--",2.0000000,-69.000000,0.0050000000,0.0040000000,89,"A","O",2007.0000,"O","LUM",0.39925300,"nan",11839.900,1.2130500e-12,"1000.0","39.0","150.0","1.13e-11","2.5e-12","2.7e-12",11455,3218,1205,0,0,0,1,161,0,"H",0,0,13.850900,0.015389900,0.0074685800,8.2984200e-06
"IRAS 02327+3428",38.945047,34.687558,"SV* ZI 136","low",1,0,0,0,"--",2.0000000,34.000000,0.0070000000,0.0060000000,90,"A","O",2007.0000,"","HIP",0.19379800,"0.030421828646",0.0000000,0.0000000,"1080.0","81.0","350.0","4.35e-12","6e-13","9.1e-13",12086,3572,1208,0,0,0,0,193,0,"H",0,0,0.0000000,0.0000000,0.0000000,0.0000000
"IRAS 02596+0353",45.569884,4.0897340,"V* alf Cet","low",1,0,0,0,"--",3.0000000,4.0000000,0.0040000000,0.0030000000,90,"A","O",2007.0000,"O","LUM",0.17407700,"nan",10192.900,1.3979900e-12,"1960.0","71.0","150.0","4.42e-12","8.5e-13","8.7e-13",14135,3890,1558,0,1,0,1,76,0,"H",0,0,23.282800,0.025869700,0.046580300,5.1755800e-05
"IRAS 03172-2156",49.879175,-21.757864,"V* tau04 Eri","low",1,0,0,0,"--",3.0000000,-21.000000,0.0050000000,0.0040000000,90,"A","O",2007.0000,"O","LUM",0.23396200,"nan",18556.800,3.0180500e-11,"1000.0","39.0","110.0","7.44e-11","7.1e-12","8.1e-12",15474,3582,1535,0,0,0,0,93,0,"H",0,0,23.198300,0.025775800,1.0291100,0.0011434500
"IRAS 03173+2852",50.084837,29.048458,"HD 20644","low",1,0,0,0,"--",3.0000000,29.000000,0.0020000000,0.0020000000,90,"A","O",2007.0000,"","HIP",0.16638900,"0.0069213331497",0.0000000,0.0000000,"1160.0","45.0","110.0","4.01e-12","5.9e-13","6.2e-13",15549,3946,1030,0,4,0,0,166,0,"H",0,0,0.0000000,0.0000000,0.0000000,0.0000000
"IRAS 03377+6303",55.538854,63.216806,"V* BD Cam","low",1,0,0,0,"--",3.0000000,63.000000,0.0020000000,0.0020000000,90,"A","O",2007.0000,"","HIP",0.15923600,"0.008621052963599999",0.0000000,0.0000000,"1000.0","45.0","120.0","9.44e-12","1.7e-12","1.8e-12",17296,3585,1219,0,6,0,0,159,0,"H",0,0,0.0000000,0.0000000,0.0000000,0.0000000
"IRAS 03479-7423",56.809298,-74.239242,"NSV 15811","low",0,0,1,0,"--",3.0000000,-74.000000,0.0010000000,0.0010000000,90,"A","O",2007.0000,"O","LUM",0.25095100,"nan",15975.400,2.2007400e-11,"1000.0","39.0","44.0","6.82e-12","8.1e-13","8.1e-13",17678,3800,707,0,0,0,0,65,0,"H/12",0,0,17.378400,0.019309300,0.61232800,0.00068036500
"IRAS 03557-1339",59.507208,-13.508244,"V* gam Eri","low",1,0,0,0,"--",3.0000000,-13.000000,0.0070000000,0.0050000000,90,"A","O",2007.0000,"O","LUM",0.25781400,"nan",17217.800,1.1423500e-11,"1000.0","39.0","82.0","3.41e-12","8.1e-13","8.2e-13",18543,0,0,0,0,0,0,62,0,"H/12",0,0,17.848700,0.019831900,0.26413500,0.00029348300
"IRAS 04001-6217",60.224197,-62.159284,"V* gam Ret","low",0,0,1,0,"--",4.0000000,-62.000000,0.0010000000,0.0010000000,89,"A","O",2007.0000,"O","LUM",0.32631100,"nan",15975.400,2.4594200e-11,"1000.0","87.0","93.0","6.26e-11","6.2e-12","6.2e-12",18744,3570,1841,0,0,0,0,143,0,"H",0,0,12.315200,0.013683500,0.41382400,0.00045980400
